item_id,gkc_aspect_perfect,gkc_aspect_progressive,gkc_be_passive,gkc_finite_past,gkc_finite_present,gkc_imperative,gkc_modal_can,gkc_modal_could,gkc_modal_may,gkc_modal_might,gkc_modal_must,gkc_modal_shall,gkc_modal_should,gkc_modal_will,gkc_modal_would,gkc_negation,gkc_non_subject_wh_question,gkc_polar_question
v1full070_gc_17fcb3b3c0156c98_item_04,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_19656e31c58c2c07_item_01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_19656e31c58c2c07_item_02,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_19656e31c58c2c07_item_03,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_19656e31c58c2c07_item_04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_19ed2b72505b3a96_item_01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_19ed2b72505b3a96_item_02,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_19ed2b72505b3a96_item_03,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_19ed2b72505b3a96_item_04,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_28d8bf2edc192d4c_item_01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
v1full070_gc_28d8bf2edc192d4c_item_02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
v1full070_gc_28d8bf2edc192d4c_item_03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
v1full070_gc_28d8bf2edc192d4c_item_04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
v1full070_gc_2924f6e63e1c1da2_item_01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_2924f6e63e1c1da2_item_02,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_2924f6e63e1c1da2_item_03,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_2924f6e63e1c1da2_item_04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_2b730d0e1d9443b7_item_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1full070_gc_2b730d0e1d9443b7_item_02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1full070_gc_2b730d0e1d9443b7_item_03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1full070_gc_2b730d0e1d9443b7_item_04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1full070_gc_2d6eb4f93cba4c6b_item_01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_2d6eb4f93cba4c6b_item_02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_2d6eb4f93cba4c6b_item_03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_2d6eb4f93cba4c6b_item_04,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_2f1bd922c732c078_item_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v1full070_gc_2f1bd922c732c078_item_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v1full070_gc_2f1bd922c732c078_item_03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v1full070_gc_2f1bd922c732c078_item_04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
v1full070_gc_325e05b06bb38886_item_01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
v1full070_gc_325e05b06bb38886_item_02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
v1full070_gc_325e05b06bb38886_item_03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
v1full070_gc_325e05b06bb38886_item_04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
v1full070_gc_3aaf5191d5f45601_item_01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_3aaf5191d5f45601_item_02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_3aaf5191d5f45601_item_03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_3aaf5191d5f45601_item_04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_3ac515345a227486_item_01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_3ac515345a227486_item_02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_3ac515345a227486_item_03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_3ac515345a227486_item_04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_44ff4acdb263024b_item_01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_44ff4acdb263024b_item_02,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_44ff4acdb263024b_item_03,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_44ff4acdb263024b_item_04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_4601bed02c004e37_item_01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_4601bed02c004e37_item_02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_4601bed02c004e37_item_03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_4601bed02c004e37_item_04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_4634bf1b005f7724_item_01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
v1full070_gc_4634bf1b005f7724_item_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
v1full070_gc_4634bf1b005f7724_item_03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
v1full070_gc_4634bf1b005f7724_item_04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
v1full070_gc_483f3ac117f331a7_item_01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_483f3ac117f331a7_item_02,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_483f3ac117f331a7_item_03,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_483f3ac117f331a7_item_04,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_4a2ccf1526ca832c_item_01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
v1full070_gc_4a2ccf1526ca832c_item_02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
v1full070_gc_4a2ccf1526ca832c_item_03,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
v1full070_gc_4a2ccf1526ca832c_item_04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
v1full070_gc_4a4c9d34c1b5bce4_item_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
v1full070_gc_4a4c9d34c1b5bce4_item_02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
v1full070_gc_4a4c9d34c1b5bce4_item_03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
v1full070_gc_4a4c9d34c1b5bce4_item_04,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
v1full070_gc_4ad408e9b8193c7c_item_01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_4ad408e9b8193c7c_item_02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_4ad408e9b8193c7c_item_03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_4ad408e9b8193c7c_item_04,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_63a057f3a47e95b1_item_01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_63a057f3a47e95b1_item_02,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_63a057f3a47e95b1_item_03,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_63a057f3a47e95b1_item_04,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_67bcfeedfa77f954_item_01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
v1full070_gc_67bcfeedfa77f954_item_02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
v1full070_gc_67bcfeedfa77f954_item_03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
v1full070_gc_67bcfeedfa77f954_item_04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
v1full070_gc_6a255aa977e4289a_item_01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_6a255aa977e4289a_item_02,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_6a255aa977e4289a_item_03,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_6a255aa977e4289a_item_04,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_6a5e38b390521990_item_01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_6a5e38b390521990_item_02,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_6a5e38b390521990_item_03,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_6a5e38b390521990_item_04,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_70772a95583e5587_item_01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
v1full070_gc_70772a95583e5587_item_02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
v1full070_gc_70772a95583e5587_item_03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
v1full070_gc_70772a95583e5587_item_04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
v1full070_gc_7224db1e1a3bbebd_item_01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_7224db1e1a3bbebd_item_02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_7224db1e1a3bbebd_item_03,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_7224db1e1a3bbebd_item_04,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_7ea73f7f16fe2684_item_01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_7ea73f7f16fe2684_item_02,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_7ea73f7f16fe2684_item_03,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_7ea73f7f16fe2684_item_04,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_809d40d141731b61_item_01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_809d40d141731b61_item_02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_809d40d141731b61_item_03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_809d40d141731b61_item_04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
v1full070_gc_832cfb85e1f965ed_item_01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
v1full070_gc_832cfb85e1f965ed_item_02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
v1full070_gc_832cfb85e1f965ed_item_03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
v1full070_gc_832cfb85e1f965ed_item_04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
v1full070_gc_8a330fc9e496e359_item_01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_8a330fc9e496e359_item_02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_8a330fc9e496e359_item_03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_8a330fc9e496e359_item_04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
v1full070_gc_8b7e8b31b496e102_item_01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_8b7e8b31b496e102_item_02,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_8b7e8b31b496e102_item_03,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_8b7e8b31b496e102_item_04,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_90b9229122fa55d6_item_01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1full070_gc_90b9229122fa55d6_item_02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1full070_gc_90b9229122fa55d6_item_03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1full070_gc_90b9229122fa55d6_item_04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v1full070_gc_927e9714cc21a97d_item_01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_927e9714cc21a97d_item_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_927e9714cc21a97d_item_03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_927e9714cc21a97d_item_04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_9b8833161ce61d83_item_01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
v1full070_gc_9b8833161ce61d83_item_02,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
v1full070_gc_9b8833161ce61d83_item_03,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
v1full070_gc_9b8833161ce61d83_item_04,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
v1full070_gc_9d70af80c0843115_item_01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_9d70af80c0843115_item_02,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_9d70af80c0843115_item_03,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_9d70af80c0843115_item_04,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_9e9b4cb1a49adcac_item_01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_9e9b4cb1a49adcac_item_02,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_9e9b4cb1a49adcac_item_03,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_9e9b4cb1a49adcac_item_04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_a0fe7953b9fffca8_item_01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_a0fe7953b9fffca8_item_02,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_a0fe7953b9fffca8_item_03,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_a0fe7953b9fffca8_item_04,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_a7789cd4faa9d95a_item_01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_a7789cd4faa9d95a_item_02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_a7789cd4faa9d95a_item_03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_a7789cd4faa9d95a_item_04,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_a94168b2255fe062_item_01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
v1full070_gc_a94168b2255fe062_item_02,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
v1full070_gc_a94168b2255fe062_item_03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
v1full070_gc_a94168b2255fe062_item_04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
v1full070_gc_b1516a79b61c8fd0_item_01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
v1full070_gc_b1516a79b61c8fd0_item_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
v1full070_gc_b1516a79b61c8fd0_item_03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
v1full070_gc_b1516a79b61c8fd0_item_04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
v1full070_gc_b55bebc82e7087e7_item_01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_b55bebc82e7087e7_item_02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_b55bebc82e7087e7_item_03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_b55bebc82e7087e7_item_04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_b798d2e32a62c25c_item_01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_b798d2e32a62c25c_item_02,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_b798d2e32a62c25c_item_03,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_b798d2e32a62c25c_item_04,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v1full070_gc_b81e4f2e78894945_item_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
v1full070_gc_b81e4f2e78894945_item_02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
v1full070_gc_b81e4f2e78894945_item_03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
v1full070_gc_b81e4f2e78894945_item_04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
v1full070_gc_ba3d77af90f26ab2_item_01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
v1full070_gc_ba3d77af90f26ab2_item_02,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
v1full070_gc_ba3d77af90f26ab2_item_03,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
v1full070_gc_ba3d77af90f26ab2_item_04,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
v1full070_gc_bba42336e267985f_item_01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
v1full070_gc_bba42336e267985f_item_02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
v1full070_gc_bba42336e267985f_item_03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
v1full070_gc_bba42336e267985f_item_04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
v1full070_gc_bdf25ed4941e5de3_item_01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_bdf25ed4941e5de3_item_02,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_bdf25ed4941e5de3_item_03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_bdf25ed4941e5de3_item_04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
v1full070_gc_bdf8215fea798df6_item_01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
v1full070_gc_bdf8215fea798df6_item_02,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
v1full070_gc_bdf8215fea798df6_item_03,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
v1full070_gc_bdf8215fea798df6_item_04,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
v1full070_gc_c0167d1a83f95500_item_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
v1full070_gc_c0167d1a83f95500_item_02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
v1full070_gc_c0167d1a83f95500_item_03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
v1full070_gc_c0167d1a83f95500_item_04,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
v1full070_gc_c2cf343c43ce329d_item_01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_c2cf343c43ce329d_item_02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_c2cf343c43ce329d_item_03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_c2cf343c43ce329d_item_04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_c2ed1b09f0bb32d4_item_01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_c2ed1b09f0bb32d4_item_02,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_c2ed1b09f0bb32d4_item_03,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_c2ed1b09f0bb32d4_item_04,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
v1full070_gc_ca719d192c20c030_item_01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
v1full070_gc_ca719d192c20c030_item_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
v1full070_gc_ca719d192c20c030_item_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
v1full070_gc_ca719d192c20c030_item_04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
